Year,Month,Day,DHI (w/m2),DNI (w/m2),Wind Speed (m/s),Relative Humidity (%),Pressure (mbar)
2017,7,6,66,386,1.4,18.17,967
2017,7,7,75,349,2.8,17.81,963
2017,7,8,87,315,3.3,22.51,964
2017,7,9,75,351,3.0,34.03,966
2017,7,10,58,397,2.5,31.92,965
2017,7,11,120,241,1.9,40.89,963
2017,7,12,64,374,1.7,39.69,963
2017,7,13,63,377,2.2,35.17,967
2017,7,14,59,332,1.9,35.58,967
2017,7,15,72,323,1.6,43.23,967
2017,7,16,94,284,1.4,54.43,965
2017,7,17,106,191,1.5,71.85,963
2017,7,18,65,278,1.3,59.75,969
2017,7,19,113,229,1.4,55.45,969
2017,7,20,84,283,0.9,48.51,968
2017,7,21,74,345,1.6,49.14,965
2017,7,22,94,242,1.8,50.78,963
2017,7,23,70,327,1.8,50.56,961
2017,7,24,112,138,1.2,81.91,966
2017,7,25,93,235,1.5,57.23,970
2017,7,26,51,400,1.5,41.34,970
2017,7,27,54,345,1.7,36.64,964
2017,7,28,94,260,2.0,70.77,970
2017,7,29,90,257,1.4,62.72,970
2017,7,30,99,174,0.9,63.79,970
2017,7,31,77,293,1.1,48.22,965
2017,8,1,119,220,2.0,50.71,967
2017,8,2,106,36,2.8,64.05,970
2017,8,3,80,273,1.7,60.69,970
2017,8,4,50,394,1.2,55.31,966
2017,8,5,51,403,1.8,40.69,963
2017,8,6,50,408,1.5,34.48,961
2017,8,7,49,416,1.3,26.85,963
2017,8,8,51,416,1.0,23.53,963
2017,8,9,51,404,1.4,24.11,960
2017,8,10,97,194,1.5,39.07,964
2017,8,11,93,256,1.8,54.01,963
2017,8,12,62,347,1.6,47.75,963
2017,8,13,56,336,1.3,53.61,963
2017,8,14,56,372,1.8,43.19,960
2017,8,15,51,407,2.2,28.32,960
2017,8,16,48,402,1.8,29.00,963
2017,8,17,45,435,1.2,20.86,968
2017,8,18,44,426,1.3,20.59,967
2017,8,19,52,384,1.7,25.90,965
2017,8,20,113,201,1.6,32.11,963
2017,8,21,61,348,1.6,29.85,966
2017,8,22,54,386,1.2,29.67,966
2017,8,23,50,296,2.0,34.43,965
2017,8,24,51,382,1.7,41.74,963
2017,8,25,46,393,1.4,28.49,960
2017,8,26,58,359,1.1,24.67,962
2017,8,27,51,370,1.9,31.46,964
2017,8,28,53,373,1.8,25.84,963
2017,8,29,53,366,1.8,26.95,965
2017,8,30,60,349,2.0,26.06,960
2017,8,31,51,386,2.7,18.24,961
2017,9,1,56,362,1.6,21.49,962
2017,9,2,118,166,1.3,39.07,969
2017,9,3,66,310,2.3,40.74,970
2017,9,4,70,298,2.0,43.74,965
2017,9,5,74,294,1.5,34.11,964
2017,9,6,82,278,2.1,24.38,965
2017,9,7,90,229,1.6,33.18,963
2017,9,8,108,124,1.6,38.52,965
2017,9,9,109,146,1.3,55.99,970
2017,9,10,54,336,1.5,40.24,965
2017,9,11,58,328,2.3,29.24,965
2017,9,12,58,320,1.6,26.26,961
2017,9,13,64,304,1.8,27.82,960
2017,9,14,48,346,3.2,29.49,960
2017,9,15,48,359,2.3,31.53,960
2017,9,16,43,374,1.5,26.13,962
2017,9,17,41,381,1.7,25.24,963
2017,9,18,41,389,1.8,19.75,963
2017,9,19,41,382,2.4,23.73,961
2017,9,20,41,377,2.5,23.90,960
2017,9,21,41,371,3.0,26.34,960
2017,9,22,43,366,2.3,30.80,960
2017,9,23,39,387,1.9,19.40,960
2017,9,24,38,392,1.4,17.44,960
2017,9,25,38,398,1.9,14.51,960
2017,9,26,85,210,1.4,13.74,960
2017,9,27,43,364,1.3,13.83,963
2017,9,28,40,372,1.5,21.18,965
2017,9,29,44,352,1.8,23.77,963
2017,9,30,39,362,2.1,20.52,961
2017,10,1,38,366,2.1,20.79,960
2017,10,2,44,342,2.3,30.67,960
2017,10,3,36,366,2.3,29.61,960
2017,10,4,36,368,1.4,23.26,965
2017,10,5,36,360,1.6,18.21,961
2017,10,6,37,379,1.5,12.89,963
2017,10,7,35,389,2.3,10.92,961
2017,10,8,40,358,2.0,13.19,960
2017,10,9,47,334,2.1,17.91,963
2017,10,10,39,355,3.0,19.47,966
2017,10,11,37,351,3.0,22.24,963
2017,10,12,35,361,1.6,18.43,963
2017,10,13,37,349,1.4,19.78,968
2017,10,14,37,352,1.3,18.95,970
2017,10,15,35,366,2.5,9.00,970
2017,10,16,36,343,2.3,18.05,970
2017,10,17,50,281,1.7,29.07,970
2017,10,18,64,222,1.5,26.20,966
2017,10,19,38,312,1.9,24.24,960
2017,10,20,43,300,2.8,34.70,960
2017,10,21,39,326,1.2,30.37,968
2017,10,22,30,359,1.9,13.33,970
2017,10,23,30,364,2.3,15.71,970
2017,10,24,33,342,3.2,19.01,970
2017,10,25,34,337,2.5,18.13,966
2017,10,26,37,320,1.9,18.95,962
2017,10,27,33,342,2.1,17.52,963
2017,10,28,32,337,2.2,15.33,963
2017,10,29,36,316,2.0,18.36,961
2017,10,30,57,143,1.4,26.21,960
2017,10,31,72,165,1.4,43.95,962
2017,11,1,33,312,1.6,41.31,964
2017,11,2,31,320,1.3,52.23,970
2017,11,3,51,229,1.5,54.23,970
2017,11,4,62,176,1.8,44.85,968
2017,11,5,49,249,1.5,44.15,970
2017,11,6,30,312,1.1,40.62,970
2017,11,7,77,68,1.2,42.60,970
2017,11,8,29,318,0.9,47.60,970
2017,11,9,30,315,1.5,34.68,970
2017,11,10,31,309,1.4,33.34,968
2017,11,11,28,324,1.1,24.77,970
2017,11,12,53,204,1.4,18.55,970
2017,11,13,39,246,1.2,18.96,970
2017,11,14,44,247,1.3,17.73,970
2017,11,15,49,213,1.4,16.72,970
2017,11,16,38,271,1.4,16.19,970
2017,11,17,51,38,1.6,27.33,970
2017,11,18,25,349,2.3,20.15,970
2017,11,19,27,332,2.3,14.53,970
2017,11,20,41,238,1.5,20.06,970
2017,11,21,43,241,1.5,21.69,970
2017,11,22,26,316,2.4,24.06,970
2017,11,23,26,321,1.9,29.31,970
2017,11,24,27,304,1.5,24.54,968
2017,11,25,26,306,1.6,25.58,970
2017,11,26,27,314,1.5,18.21,970
2017,11,27,48,155,2.5,30.55,964
2017,11,28,28,295,1.6,34.58,970
2017,11,29,61,101,1.8,22.62,970
2017,11,30,62,34,1.4,24.47,970
2017,12,1,47,181,1.4,33.77,970
2017,12,2,42,193,1.3,33.43,970
2017,12,3,42,220,1.6,45.36,966
2017,12,4,32,278,1.3,34.04,966
2017,12,5,47,66,2.4,29.44,970
2017,12,6,26,299,3.3,16.99,970
2017,12,7,21,344,2.5,13.55,979
2017,12,8,22,313,1.2,19.66,980
2017,12,9,25,306,2.5,20.33,978
2017,12,10,40,222,3.2,13.75,976
2017,12,11,37,193,2.3,11.72,975
2017,12,12,32,254,3.0,10.73,975
2017,12,13,25,308,1.7,12.95,970
2017,12,14,28,282,2.6,20.67,970
2017,12,15,25,298,2.1,20.49,970
2017,12,16,53,127,2.0,28.85,961
2017,12,17,59,101,1.8,54.69,965
2017,12,18,27,282,1.4,51.80,970
2017,12,19,28,276,1.2,51.32,970
2017,12,20,25,287,1.6,47.98,968
2017,12,21,23,322,2.4,46.03,968
2017,12,22,25,296,1.3,31.12,978
2017,12,23,46,155,1.3,22.35,975
2017,12,24,23,302,1.5,19.26,970
2017,12,25,42,192,1.4,19.67,970
2017,12,26,35,229,1.2,16.22,970
2017,12,27,23,309,1.6,22.54,970
2017,12,28,22,320,1.6,18.33,970
2017,12,29,22,316,1.6,16.97,970
2017,12,30,24,312,1.5,16.68,970
2017,12,31,57,112,1.3,40.10,967
